6.2, 5.6
5.8, 7.5
6.8, 4.1
6.7, 6.2
5.5, 5.3
5.5, 7.7
7, 6.8
5.3, 5.4
5.5, 5.5
5.7, 7.2
6.6, 4.1
5.6, 4.9
5.3, 7.3
4.9, 7.7
6.1, 7
4.9, 5.2
6.8, 5.1
5.7, 5.1
5.3, 5
5.7, 5
5.4, 7.4
5, 5.3
6.6, 4.1
7.5, 5.6
6, 6.7
5.6, 4.3
5.9, 6.6
5.7, 4.8
5.5, 4.8
5.4, 7.5
8.1, 4.6
7.1, 4.3
5.9, 5.2
5.4, 7.5
5.5, 5.1
7.7, 4.5
5.9, 4.8
5.6, 7.3
5.7, 5.4
7.6, 3.3
7.1, 4.8
6.7, 6.4
6.5, 6.1
6.8, 4.6
5.4, 5
6.4, 6.3
5.5, 5.1
6.2, 6.2
5.2, 7.9
5.6, 7
